Aconitum lycoctonum;Sols frais et riches en nutriments. Stations fraiches en ambiance humide (climat frais montagnard, situations confinées). Mégaphorbiaies montagnardes et subalpines, lisières semi-ombragées, boisements clairs : hêtraies et hêtraies-sapinières, pessières, érablières de ravin voire forêts alluviales riveraines (stations abyssales).  Hêtraies neutrophiles fraîches sur roches volcaniques, mégaphorbiaies, parfois fourrés préforestiers ou bordures d'éboulis.
Aconitum napellus;Mégaphorbiaies montagnardes, sur sols riches en éléments nutritifs, boisements montagnards et subalpins clairs à hautes herbes, parfois en situation abyssale en bordure de cours d'eau. La subsp. lusitanicum en marais et prairies humides.
Aconitum variegatum;Milieux frais et légèrement ombragés des étages montagnard et subalpin : boisements à hautes herbes, forêts de ravins, fourrés d'Aulne vert, mégaphorbiaies, prairies fraîches, pré-bois de mélèze.
Aconogonon alpinum;pelouses acidophiles alpines climaciques, chionophobes
Acorus calamus;Plante hygrophile, amphibie des eaux peu profondes riches en nutriments et en calcaire : bords de ruisseaux, bras-morts, grèves étangs et petits lacs.
Actaea spicata;Boisements de feuillus et mixtes avec conifères sur sols calcaires frais des étages montagnard et subalpin, boisements de ravins. Hêtraies neutrophiles sur humus doux, parfois en situation abyssale au sein des ripisylves de vallées encaissées.
Actinidia deliciosa;lianes grimpantes sur parois de falaises ou murs, épiphytes sur troncs d'arbres et d'arbustes
Adenocarpus complicatus;A l’étage méditerranéen et montagnard. En situations chaudes et ensoleillées, sur des substrats secs à légèrement frais, plus ou moins acides.
Adenocarpus telonensis;landes méso- à thermoméditerranéennes catalano-provençales
Adenostyles alliariae;De l'étage montagnard au sommet de l'étage subalpin avec un optimum à l'étage subalpin (de 1 000 à 2 400 m d'altitude). Espèce de demi-ombre ou d'ombre sur sols neutres à légèrement acides, hygrocline ou mésohygrocline. Se rencontre dans les prairies à hautes herbes, les hêtraies d'altitude, dans des faciès frais à humides de divers types forestiers et au bord des torrents. Présente dans les mégaphorbiaies, les sapinières, pessières, mélézins, cembraies, pineraies, landes culminales, forêts rupicoles.
Adenostyles alpina;Éboulis calcaires mobiles d'éléments fins à moyens plutôt bien ensoleillés des étages montagnard et subalpin, également dans les pelouses de fixation associées.
Adenostyles leucophylla;Éboulis siliceux d'éléments moyens à grossiers stabilisés pauvres en terre fine de l'étage alpin, aussi sur alluvions torrentielles et moraines.
Adiantum capillus-veneris;Principalement à l'étage collinéen. Thermophile, établi le plus fréquemment sur calcaire en conditions plus ou moins exposées sur rochers suintants, sources pétrifiantes, tufières et falaises humides à végétation bryophytique généralement bien développée.  En Auvergne, uniquement observée dans des biotopes secondaires (puits, lavoirs), reproduisant les mêmes conditions d'humidité permanente et d'abri que les milieux naturels dans lesquels elle s'installe habituellement [parois suintantes calcaires et bien abritées (Adiantion capilli-veneris)].
Adonis aestivalis;Messicole des champs marno-calcaires (Caucalidion lappulae).
Adonis annua;Messicole des champs marno-calcaires (Caucalidion lappulae).
Adonis flammea;Messicole des champs marno-calcaires secs et caillouteux (Caucalidion lappulae).
Adonis microcarpa;annuelles commensales des cultures basophiles
Adonis pyrenaica;grpts vivaces des éboulis basophiles, pyrénéens à auvergnats, subalpins-alpins, héliophiles
Adonis vernalis;pelouses basophiles centro-européennes, steppiques, des sols constitués des Alpes internes
Adoxa moschatellina;Plante vernale des sous-bois et ourlets forestiers sur sols frais et riches en minéraux des étages collinéen et montagnard : frênaie-chênaie alluviales, cordons bocagers à Frêne, érablaies de ravin. Sols meubles et frais, plus ou moins enrichis par colluvionnement ou apports alluvionnaires, dans les hêtraies neutrophiles, aulnaies-frênaies ou frênaies-chênaies ripicoles.
Aegilops bicornis;friches annuelles, méso-eutrophiles à eutrophiles, méditerranéo-atlantiques, vernales
Aegilops biuncialis;annuelles des tonsures basophiles, européennes
Aegilops cylindrica;Plante compagne des moissons et de tonsures à annuelles thermophiles, surtout sur calcaire, des ambiances chaudes et sèches des étages mésoméditerranéen et supraméditerranéen.
Aegilops geniculata;Plante héliophile pionnière des sols nus, mésoxérophile à xérophile, basiphile : moissons, cultures, tonsures à annuelles, ourlets, garrigues, zones rudérales.
Aegilops juvenalis;friches annuelles, méso-eutrophiles, thermo- à mésoméditerranéennes
Aegilops ligustica;friches annuelles, méso-eutrophiles, thermo- à mésoméditerranéennes
Aegilops neglecta;Plante héliophile pionnière des sols nus, mésoxérophile à xérophile, basiphile : moissons, cultures, tonsures à annuelles, ourlets.
Aegilops speltoides;annuelles des tonsures acidophiles, mésothermes à thermophiles
Aegilops triuncialis;Plante héliophile pionnière des sols nus, mésoxérophile à xérophile, basiphile : moissons, cultures, tonsures à annuelles, ourlets. Pelouses xérothermophiles plus ou moins ouvertes (cf. Trachynion distachyae, Alysso alyssoidis-Sedion albi), corniches basaltiques (Sedo albi-Veronicion dillenii), parfois en bord de chemins à proximité des sites favorables.
Aegilops ventricosa;Plante héliophile pionnière des sols nus, mésoxérophile à xérophile, basiphile : moissons, cultures, tonsures à annuelles.
Aegopodium podagraria;Ourlet frais, boisements alluviaux, forêts fraîches et mégaphorbiaies montagnardes sur sols riches en éléments minéraux. Lisières et bois neutronitrophiles, souvent le long des grandes vallées, ripisylves, chênaies-frênaies ou charmaies de substitution.
Aeluropus littoralis;prés salés vasicoles hygrophiles méditerranéens
Aeonium haworthii;lithophytes des dalles basophiles, mésoméditerranéennes
Aesculus carnea;Cette espèce plantée dans les parcs et jardins se ressème rarement et n’est a priori par capable de se naturaliser en France métropolitaine.
Aesculus hippocastanum;Principalement dans les villages ou vers les maisons isolées, apparaît ça et là à l'état sauvage dans des boisements frais alluviaux notamment. Plantée à proximité des habitations, elle s'en échappe spontanément pour se développer sur des sols riches et non engorgés, toujours en petites populations, notamment dans les ripisylves des grandes rivières.
Aethionema saxatile;De l'étage collinéen au subalpin, affectionne les milieux ensoleillés et chauds sur sols calcaires. Colonise les rocailles, les garrigues, les landes à lavande, les crêtes rocheuses, les éboulis et les pelouses sèches et steppiques.
Aethionema thomasianum;grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles
Aethusa cynapium;Végétation adventice des cultures d'hiver des sols argileux calcaires, ourlets nitrophiles frais. Espèce neutronitrophile des décombres et jardins à proximité des habitations (sous-espèce autonyme), mais aussi des aulnaies-frênaies, frênaies-chênaies, charmaies sur terrasses alluviales (sous-espèce elata), parfois basiphile et messicole au sein des champs marno-calcaires (sous-espèce segetalis).
Agave americana;matorrals méditerranéens 
Agave salmiana;matorrals méditerranéens 
Ageratina adenophora;mégaphorbiaies subalpines, hygrophiles mésotrophiles, corso-sardes
Agrimonia eupatoria;Aux étages collinéen et montagnard. Espèce héliophile ou de demi-ombre, préférant les sols basiques à légèrement acides, riches en éléments nutritifs. Apprécie les sols frais à assez secs. S'observe dans de nombreux milieux herbacés mésophiles et ensoleillés et plus particulièrement lorsqu'ils sont peu entretenus ou laissés à l'abandon. Présent dans les pelouses, les prairies de fauche ou pâturées, les lisières et surtout les ourlets. Très fréquent sur les bermes routières et les bords des chemins.
Agrimonia procera;De l'étage collinéen à la base de l'étage subalpin, jusqu'à 1800 m d'altitude. Espèce de demi-ombre ou d'ombre, sur des substrats légèrement à moyennement acides, argileux ou sablo-argileux, frais, à bonne réserve en eau. Prairies et ourlets frais à humides, souvent à proximité d'une mare ou d'un étang, lisières et sous-bois hygroclines. Apprécie des conditions plus fraîches et plus ombragées qu'A. eupatoria.  Bois clairs, taillis, prairies à Molinie sur sols à texture argileuse, parfois engorgés temporairement, fossés humides. Préfère une certaine humidité et tolère mieux l'ombre qu'A. eupatoria.
Agropyron cristatum;pelouses basophiles centro-européennes, steppiques, des sols constitués des Alpes internes
Agrostemma githago;Espèce messicole des cultures de céréales d'hiver, plutôt mésotrophes, parfois sur sols filtrants oligo-mésotrophes. Scories, sables ou arènes. Se maintient sur les lisières de champs dans les zones pas trop intensivement traitées. Champs de céréales à texture sablonneuse sur substrats mésotrophes à oligotrophes (Scleranthion annui, Caucalidion lappulae).
Agrostis ×;friches vivaces rudérales pionnières, mésoxérophiles à mésohydriques, médio-européennes
Agrostis alpina;Pelouses alpines des crêtes et rocailles exposées, de préférence sur calcaire.
Agrostis canina;Milieux humides acides pauvres en éléments nutritifs : prairies humides oligotrophes et bas-marais acidiphiles des étages collinéen et montagnard, ceintures lacustres et groupements amphibies de queue d'étangs oligotrophes, fourrés de saules et boisements tourbeux. Prairies humides plutôt acidiphiles, périphérie des complexes tourbeux et des étendues d'eaux libres oligotrophes.
Agrostis capillaris;Large gamme de milieux ouverts sur sols mésophiles et pauvres en éléments minéraux aux étages collinéen et montagnard : pelouses, prairies de fauche, landes... Pelouses et landes mésoxérophiles et acidiphiles de moyenne altitude, chênaies-hêtraies, pinèdes et clairières intraforestières.
Agrostis castellana;De l’étage planitiaire à l’étage alpin (0-2200 mètres). Cette espèce thermophile est observée sur substrat acide, dans les chênaies claires et les pelouses.
Agrostis curtisii;pelouses acidophiles planitiaires, thermo-atlantiques
Agrostis gigantea;"Prés, chemins, et lieux plus ou moins humides. Terrasses alluviales du lit majeur des grandes rivières, notamment dans les saulaies ; milieux anthropisés."
Agrostis hesperica;parvocariçaies des tourbières basses médio-européennes à boréo-subalpines, acidophiles, sur sols asphyxiques
Agrostis marysae-tortiae;pelouses acidophiles montagnardes à subalpines
Agrostis mertensii;pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques
Agrostis rupestris;Pelouses alpines à subalpines peu denses et ventées des crêtes et rocailles exposées sur silice, également dalles et rochers subalpins acides.
Agrostis scabra;friches vivaces rudérales pionnières, mésoxérophiles à mésohydriques, médio-européennes
Agrostis schleicheri;Parois rocheuses calcaires plutôt ensoleillées et pelouses rocailleuses des étages montagnard et subalpin.
Agrostis schraderiana;Prairie de couloirs à hautes herbes, sur substrat siliceux le plus souvent, assez longuement enneigée et à bonne réserve hydrique (sols colluvionnés). Centré sur l'étage subalpin.
Agrostis stolonifera;"Large gamme de milieux ouvert humides de l'étage planitiaire à l'étage alpin avec régime de perturbation : prairies humides pâturées, friches alluviales, bas-marais de pentes au subalpin et pionniers à l'alpin. Végétations prairiales des sols engorgés ou inondables, mésotrophes à eutrophes ; bords des eaux, fossés, marécages ; très rarement en situation mésoxérophile."
Agrostis vinealis;Pelouses et landes xérophiles et acidiphiles sur sols à texture sablonneuse, déblais.
Ailanthus altissima;Se rencontre en situation plus ou moins abritée, dans les friches rudéralisées, les voies ferrées et dépendances ferroviaires, le voisinage des habitations et des centres urbains où elle peut être plantée, parfois sur les grèves graveleuses des cours d'eau.
Aira armoricana;De l'étage planitiaire à l'étage collinéen supérieur (0-800 m). Cette espèce est observée en conditions ensoleillées, sur substrat acide, dans les pelouses ouvertes.
Aira caryophyllea;"De l’étage planitiaire à l’étage montagnard. En contexte chaud et ensoleillé, sur des sols plus ou moins acides, sableux. Affleurements rocheux, ouvertures de pelouses ou de landes, milieux plus rudéralisés tels que les vignes, les bords des chemins, les carrières et les voies ferrées. Parfois également dans les moissons.  Dalles, corniches et pelouses ouvertes sur substrats cristallins et volcaniques, à texture plus ou moins sablonneuse ; parfois dans les moissons. L'espèce supporte peu la concurrence et, par conséquent, ne se rencontre qu'accidentellement dans les milieux riches."
Aira cupaniana;annuelles des tonsures acidophiles, thermophiles, mésoméditerranéennes, xérophiles, mésotrophiles
Aira elegantissima;Pelouses, lieux sablonneux en situations ensoleillées et chaudes, sur sols secs, sableux et acide. Étage scollinéen à montagnard.
Aira multiculmis;Aux étages planitiaire et collinéen. En situations chaudes et ensoleillées, sur des substrats plus ou moins acides, sableux. Moissons et friches, plus rarement signalé dans les pelouses sèches, sur le bord des routes et dans les cimetières.  Champs limoneux ou sableux, parfois dans les vignes, les carrières et les cimetières.
Aira praecox;Zones ouvertes sur sables acides, plages de terre fine dans des pelouses sur dalles siliceuses. Pelouses pionnières, landes ouvertes, corniches rocheuses sur substrats à texture sableuse, en conditions xériques.
Aira provincialis;annuelles des tonsures acidophiles, mésothermes à thermophiles
Aira tenorei;annuelles des tonsures acidophiles, mésothermes à thermophiles
Airopsis tenella;annuelles des tonsures acidophiles, thermophiles, mésoméditerranéennes, xérophiles, mésotrophiles
Ajuga chamaepitys;"De l'étage planitiaire à l'étage montagnard. En contexte ensoleillé, sur des sols frais à moyennement secs ; sur alluvions, calcaires ou marnes. Présent dans les pelouses xérothermophiles vivaces ponctuées de tonsures, mais aussi dans les cultures peu intensives, les friches et le bord des chemins. Pelouses xérothermophiles sur calcaire et roches volcaniques basiques, également sur terrasses alluvionnaires."
Ajuga genevensis;"De l'étage collinéen à l'étage alpin. Espèce héliophile se rencontrant sur des sols basiques à légèrement acides, assez secs ; sur calcaire, basalte ou alluvions. Pelouses vivaces écorchées, prairies de fauche et ourlets, parfois en contexte rudéral (friches, talus routiers, bords des cultures, cimetières)."
Ajuga iva;pelouses basophiles mésoméditerranéennes, mésoxérophiles
Ajuga pyramidalis;Aux étages montagnard et subalpin. Espèce héliophile se rencontrant sur des sols frais de pH acide à basique. Pelouses maigres sur sols acides de type nardaies, pelouses calcicoles, pinèdes-landes à Génévrier nain et Pin à crochets. Nardaies sommitales (Nardion strictae) et landines associées.
Ajuga reptans;De l'étage planitiaire jusqu'à l'étage subalpin. En situation de demi-ombre ou d'ensoleillement, sur des sols riches en éléments nutritifs, neutres à légèrement acides, à bonne réserve en eau. Sous-bois et lisières de forêts (chênaies, chênaies-frênaies, charmaies…), haies, prairies de fauche, pâtures sur sols riches, nardaies montagnardes... Bois frais à hygroclines (chênaies, chênaies-frênaies, charmaies...), prairies de fauche, pacages mésotrophes à eutrophes, nardaies montagnardes un peu fraîches...
Akebia quinata;lianes grimpantes sur parois de falaises ou murs, épiphytes sur troncs d'arbres et d'arbustes
Alcea biennis;friches halophiles littorales, thermophiles
Alcea rosea;Décombres, bord des routes, friches.
Alchemilla acutidens;pelouses alpines climaciques chionophiles, acidophiles
Alchemilla acutiloba;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla alpigena;Escarpements volcaniques exposés au nord, rarement sur pelouses subalpines exposées au sud.
Alchemilla alpina;Crêtes rocailleuses plus ou moins ventées, éboulis, nardaies ouvertes avoisinantes.
Alchemilla amphisericea;Escarpements volcaniques exposés au nord, froids et humides (Dianthion gratianopolitani).
Alchemilla cinerea;pelouses basophiles subalpines, pionnières, chionophiles
Alchemilla colorata;pelouses basophiles subalpines, pionnières, chionophiles
Alchemilla conjuncta;Pelouses subalpines et bases de rochers volcaniques...
Alchemilla connivens;Pelouses essentiellement subalpines sur substrat volcanique basique.
Alchemilla coriacea;Sources, bords de ruisseaux, prairies hygrophiles.
Alchemilla crinita;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla decumbens;pelouses alpines climaciques chionophiles, acidophiles
Alchemilla demissa;pelouses alpines climaciques chionophiles, acidophiles
Alchemilla effusa;hémicryptophytaies des sources acidophiles, héliophiles
Alchemilla exigua;Pelouses montagnardes.
Alchemilla fallax;pelouses basophiles subalpines, pionnières, chionophiles
Alchemilla filicaulis;Prairies et pelouses de préférence un peu fraîches, bois clairs sur substrats maigres à acidité moyenne, aux étages montagnard à subalpin. Pelouses montagnardes peu acides surtout sur substrat volcanique.
Alchemilla fissa;Pelouses plus ou moins rases longuement enneigées, combe à neige, aux étages subalpin et alpin, sur tous types de substrats.
Alchemilla flabellata;Pelouses montagnardes peu acides surtout sur substrat volcanique.
Alchemilla flexicaulis;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla frigens;pelouses alpines climaciques chionophiles, basophiles
Alchemilla fulgens;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla glabra;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla glaucescens;Pelouses montagnardes à Nard raide sur sol acide à légèrement acide. Également dans des milieux de transition vers la lande montagnarde ou vers la prairie pâturée. Étages montagnard à alpin. Assez indifférente à la nature du substrat, sur pelouses montagnardes moyennement à peu acides, pelouses pacagées.
Alchemilla glomerulans;pelouses alpines climaciques chionophiles, acidophiles
Alchemilla grenieri;Escarpements rocheux (Dianthion gratianopolitani), pieds de falaises, scories en exposition froide (au nord).
Alchemilla grossidens;pelouses basophiles subalpines, alpiennes, mésohydriques
Alchemilla heteropoda;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla hoppeana;lithophytes des dalles en pente de falaises basophiles, subalpins à montagnards, alpiens et auvergnat
Alchemilla hybrida;S'observe dans divers types de milieux ouverts montagnards : nardaies, pelouses pacagées. De l'étage supraméditerannéen à subalpin.
Alchemilla incisa;hémicryptophytaies des sources neutrophiles, montagnardes à subalpines
Alchemilla inconcinna;hémicryptophytaies des sources acidophiles, héliophiles
Alchemilla lapeyrousii;pelouses acidophiles montagnardes à subalpines
Alchemilla lineata;prairies mésohydriques eutrophiles, pâturées, subalpines
Alchemilla longana;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla mollis;hémicryptophytaies des sources laurasiennes
Alchemilla monticola;Nardaies montagnardes et pacages mésophiles, moyennement acides.
Alchemilla obtusa;pelouses alpines climaciques chionophiles, acidophiles
Alchemilla pallens;Base des rochers volcaniques.
Alchemilla pentaphyllea;pelouses alpines climaciques chionophiles, acidophiles
Alchemilla petiolulans;pelouses basophiles subalpines, pionnières, chionophiles
Alchemilla plicata;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla reniformis;Base des rochers volcaniques.
Alchemilla rhododendrophila;mégaphorbiaies subalpines d'Europe occidentale
Alchemilla saxatilis;Crêtes rocheuses, éboulis et pelouses rocailleuses voisines sur substrats assez riches en silice.
Alchemilla schmidelyana;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla sinuata;prairies mésohydriques eutrophiles, pâturées, subalpines
Alchemilla splendens;pelouses basophiles subalpines, pionnières, chionophiles
Alchemilla straminea;hémicryptophytaies des sources acidophiles, héliophiles
Alchemilla strigosula;Pelouses montagnardes et subalpines.
Alchemilla subcrenata;Milieux ouverts subalpins (à préciser).
Alchemilla subsericea;Pelouses subalpines mais non connue précisément dans la dition.
Alchemilla tenuis;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla transiens;Landes, pelouses, crêtes et vires rocheuses sur substrat acide. Crêtes et vires rocheuses, principalement sur basalte mais parfois aussi sur phonolite voire sur granite, pelouses ouvertes adjacentes.
Alchemilla trunciloba;prairies mésohydriques eutrophiles, pâturées, subalpines
Alchemilla undulata;prairies mésohydriques, subalpines à montagnardes supérieures
Alchemilla vetteri;Nardaies et rochers, parfois près de sources.
Alchemilla xanthochlora;Prairies de fauche mésophiles à hygroclines, pacages mésophiles.
Aldrovanda vesiculosa;voiles de lentilles aquatiques, annuelles, libres, flottantes en surface, européennes, mésotrophiles
Alisma gramineum;parvogéophytaies amphibies oligotrophiles, centro-européennes, planitiaires-collinéennes
Alisma lanceolatum;Généralement sur les bords plus ou moins vaseux d'étangs, de lacs ou de bras morts (boires) des grandes rivières, parfois dans des fossés inondés une partie de l'année.
Alisma plantago-aquatica;Généralement sur les bords plus ou moins vaseux d'étangs, de mares ou de certains lacs d'origine volcanique ainsi que dans les bras morts (boires) des grandes rivières, les fossés inondés une partie de l'année, parfois dans les fondrières d'anciennes carrières et quelquefois en altitude dans des lacs-tourbières. Plus ubiquiste que l'espèce précédente.
Alkanna lutea;Autrefois dans les friches thérophytiques subnitrophiles.
Alkanna matthioli;Pelouses très ouvertes, sur sables (calcaires ou acidiclines), plus rarement boisements ouverts, aux étages supraméditerranéen et planitiaire.
Alliaria petiolata;Ourlets ou mégaphorbiaies, boisements, mésophiles à hygrophiles, nitrophiles, depuis le planitiaire jusqu'au subalpin. Ripisylves, forêts et lisières fraîches neutronitroclines, haies et chemins creux, parfois dans les décombres.
Allium acutiflorum;pelouses basophiles mésoméditerranéennes, mésoxérophiles
Allium ampeloprasum;friches vivaces mésohydriques, thermophiles, euryméditerranéennes, héliophiles
Allium angulosum;Prairies de fauche des terrasses alluviales inondées l'hiver, sur des sols hydromorphes riches en bases, mégaphorbiaies, marais faiblement envahis par les roseaux et laîches coloniales.
Allium carinatum;pelouses basophiles pannonico-sarmatiques
Allium cepa;friches vivaces eutrophiles, mésohydriques, héliophiles
Allium chamaemoly;pelouses basophiles mésoméditerranéennes, mésoxérophiles
Allium coloratum;Pelouses rocailleuses sèches.
Allium commutatum;pelouses basophiles méditerranéennes
Allium consimile;pelouses arénicoles basophiles, médio-européennes occidentales, mésoxérophiles
Allium corsicum;végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes centrales
Allium cyrilli;friches vivaces mésohydriques, médio-européennes
Allium ericetorum;Landes humides (Ulicion minoris), taillis et bois clairs.
